start	end	text
272972	282994	It's where we're going to have all kinds of tables where candidates can come in and speak to different people regarding the process, application process, and ask questions how they can be part of our team.
283463	297943	We have approximately 700 people coming and we have all the different departments that we have within the Los Angeles City Fire Department, which includes our brush unit, we have our drone section, we have our Thames teams, arson, some of the helicopter pilots.
298384	305674	With all the people that are coming that are applying this week, we want to see what options they have within the fire department if they should get hired.
306413	312044	I am in the application process, so I want to learn more about the profession, the opportunities.
312465	314909	I'm excited to learn about, especially the Biddle.
314929	322103	I haven't taken that yet, so I'm excited to see, you know, the course for that and learn how I can better prepare myself, better my physical fitness.
322684	326852	I think it's important for them to come to see these type of career expos as
326832	340858	Seeing that it's an achievable career for them to see all different types of people that have become firefighters, I think it exhibits who we are as a city and it allows us to show them that it is available to them to work and serve their city.
341142	347049	I'm here today pretty much just to get more information, how to become a firefighter, the route, the path.
347069	352215	If I get the job, I will serve my community day in and day out from sunrise to sunset.
352776	359684	It's a commitment that I'm willing to take and it's a commitment that I feel everyone should take because it's just for something bigger than me.
359705	361767	It's for the department and for LA.
362050	364514	I think this is a fantastic profession.
364554	370504	I think there's just so much opportunity and growth and this is something that I, you know, I'm meant to do.
370524	378878	I love the idea of service and for people that are trying to, you know, figure out what they're doing in life, I think it's important for them to try different things.
379516	403347	Cualquier tipo de trabajo que puedan encontrar relacionado a bomberos, ya sea trabajando en ambulancias, trabajando en cuadrillas de bomberos, forestales, programas voluntarios de bomberos también, para que tengan un poquito de experiencia antes de que lleguen, para que vean lo que deber hacer ser bombero, para que luego en el futuro, cuando tengan la oportunidad de hacer la entrevista y su proceso, sean buenos candidatos.
403799	405181	So we have everything online.
405282	411632	If you go to the section joinlafd.org, it shows the whole application process we have to become a firefighter.
412113	415699	It runs through videos, explains what you have to do, which tests you have to take.
416060	419386	All the applicants, you need dedication, grit, hard work.
419406	420848	You have to stick with the process.
421069	422391	You have to be physically fit.
422411	424034	You have to put in your time to study.
424555	427680	It uses all aspects of your brain and your physical abilities.
427660	436148	If you've got the heart, you've got the willingness to be here, and you've got the desire to be a public servant, those are the things that make a good firefighter.
436570	438717	All the other things we can teach you.
447826	450189	One text message could save your life.
450830	454095	Register for emergency alerts through Notify L.A.
454976	461045	Notify L.A. is a free opt-in emergency alert service provided by the City of Los Angeles.
461926	468535	In emergencies, the City uses Notify L.A. to send alerts via phone, email or text.
468515	474212	This information keeps residents informed, providing official guidance on how to stay safe.
474954	479908	For more information, visit emergency.lacity.gov.
482167	487432	Hey Angelenos, did you know anytime is a great time to adopt a pet?
487452	492718	Come out to Tail Waggers in Hollywood for a special pet adoption event.
492738	497863	All adoptable pets are from LA Animal Services and are currently in foster care.
498624	511077	Meet, greet, and fall in love with your new furry friend on Saturday, March 21st from 11 a.m. to 2 p.m. To find out more, go to laanimalservices.com.
517503	522336	By 1895, both the park and its boathouse at Echo Park Lake were completed.
522376	533385	In the late 1910s, the area grew in prominence when it became a popular filming location for early motion picture companies along Alessandro Street, today known as Glendale Boulevard.
533365	546062	That connection to the film industry reflects the broader legacy of Hollywood, whose influence continues today as Los Angeles prepares for major global events like the 2026 FIFA World Cup and the 2028 Summer Olympics.
546583	559120	Construction is currently underway at the Los Angeles Convention Center, while new city legislation aims to keep film and television production in Los Angeles and preserve Hollywood's historic role as the heart of the movie industry.
560281	562024	Let's go to the movies.
562044	565169	The greatest medium for entertainment the world has ever known.
565449	568574	To most people, the movies in their theaters mean Hollywood.
568995	579972	Hollywood, California, USA, where 30,000 specialists working in 272 separate arts and crafts, sciences and trades, make the movies.
579992	583217	Working as a team to put their ideas into pictures.
588597	590643	What a day in Los Angeles, huh?
590663	597645	Today, the city of LA moved forward a series of motions that were designed to streamline the process of producing projects here in LA County.
599482	603306	Film work has been moving out of the city, out of the state, out of the country for a long time.
603586	606209	And we're trying to work to bring work back to this town.
606809	613336	We have an entire dedicated labor pool here in LA County that is bred and born to make movies, make art, make entertainment.
613736	615037	And right now, they're struggling.
615218	616219	Those jobs have gone away.
616479	620303	They're having trouble paying their rent, paying for health care, paying for basic necessities.
620663	628611	And so what the council did today was try to advance a series of motions that are going to bring that work back and start bringing stability back to the film industry in LA County.
628591	638383	Los Angeles is not clinging to outdated systems, and we are not surrendering our signature industry without a fight.
638984	655045	This offers hope to people who have been displaced, who have been looking for work, who used to be very busy maybe 10 years ago, a decade ago, or even five years ago, and their phone has stopped ringing, and they're on the cusp or verge of losing their insurance.
655585	657788	This, these measures,
657768	667602	are not going to turn the industry around right away, but they are letting the industry know Los Angeles is serious about making it easy to film here.
668063	669645	We want to keep the jobs here.
669705	672910	We want to make sure film shooting happens here.
674052	675574	We want those jobs back here.
675614	682103	This is the backbone of the entertainment industry, and it should be here in Los Angeles, in Hollywood.
682123	683145	Well, imagine it's made.
686349	687471	Mr. Nazarian.
688328	689390	Thank you, Council President.
689531	703401	I just wanted to say, first of all, thank you to everyone that's here, everyone from the bona fide film nerd to everyone who has come and spoken about their experiences.
703381	712485	the impact that this industry has had on their lives and or the impact it is now having on potentially breaking up their families.
712545	720445	These are the stories that have culminated into these set of seven motions that we're voting on today.
722028	723791	We can't afford complacency.
723891	729180	This industry sustains tens of thousands of working-class jobs.
729501	732806	This is the finish line for only phase one.
733628	734569	Let's not hesitate.
734709	735350	Let's act.
735371	736693	Let's keep Hollywood home.
737634	739477	I respectfully ask for your aye vote.
739698	740018	Thank you.
740058	742382	With that, let's open the roll on this item.
743124	743825	Close the roll.
744065	745167	Tabulate the vote.
746851	747252	13 A's.
747432	749296	All right, congratulations, everybody.
749717	751681	And this will go forthwith without objection.
752623	756691	We are moving in a positive direction towards bringing work back to California and back to the city of LA.
756931	757633	It's slow progress.
757693	759697	It's slower than we all would have liked, but it is happening.
759938	764326	And I think over the next couple of months and the next couple of years, you are going to continue to see those programs expand.
764607	768555	I'm going to quote the great Reverend Jackson, keep hope alive.
775522	777368	We're here for a local hire outreach.
777388	787860	We're trying to bring new people into the trades, giving them an opportunity to work in the downtown community to revitalize downtown LA on this wonderful project that we have going on, getting ready for the Olympics in 2028.
789275	796523	Here at the convention center, we're working jointly with the city to make sure that we can be successful and shine and be proud of local Angelenos.
796923	803791	The criticality of today's event is every resource that somebody would need with no knowledge of construction whatsoever is here.
803831	806854	We have opportunities with every trade out here today.
807275	808936	We've got the union representatives from them.
808956	814202	We've also got some community-based organizations here to help show those paths to those opportunities.
814182	824657	We intentionally set up resources for somebody coming in that really has no construction experience whatsoever to find out what that path will look like to full-time employment within the trades.
826079	827440	It's a wonderful opportunity.
827621	829543	There's plenty of things to be gained here.
829884	843683	Aside from a career-based job where you can actually get a livable income, you're here, you can network here and make bonds and meet people that are involved in all sorts of great different things that can last a lifetime.
844473	851037	As you can see behind me, we've had over 1,300 people RSVP for this local outreach event.
851057	854550	Those are numbers that have never been done here in the city of LA.
855762	860151	The project we're building here specifically is an addition to the existing convention center.
860172	863659	So the existing convention center straddles both sides of Pico Boulevard.
863960	869031	We're creating a new addition between those two existing convention center spaces over top of Pico.
869071	874783	A new expansion hall adds hundreds of thousands of new square feet of expansion space as well as some other meeting spaces.
875422	878506	We're in dire need of more people coming into the trades working union.
878827	882752	For every four people that are retiring now, only one new person is coming into the trades.
883133	890023	Without new people coming into the trades, we risk a chance of not having the opportunity to expose people to what it is to be in the trades.
890043	898054	To have not only a good working environment, but also have a livable wage and a livable income to be able to provide to their family and their communities.
898945	903973	Well, my advice to people in my position, I'm a pre-apprentice looking to get indentured.
903993	906958	So show up to events like this on time.
907319	907960	Be prepared.
908000	910804	Have your resumes, documents, everything ready to go.
910844	914490	Smile and go out there and go shoot for the stars, man.
915051	915672	The network.
916512	919600	We are an environment where we take all walks of life.
920161	920863	Be genuine.
921244	921865	Be open.
922327	923068	Be honest.
923329	924652	Get involved with the unions.
924853	926176	Get involved with the project.
926417	928281	Together, we will achieve great things.
929184	934116	Anybody looking for more information can go to losangelesconventioncenter.com slash expansion.
937825	943314	LA is home to 450 recreation and park locations, offering activities for every interest.
943655	948282	From basketball by the beach to pickleball and citywide soccer games, there's something for everyone.
948763	959040	Their programs also provide spring classes, adaptive sports clinics through Play LA, and spaces dedicated to enjoying and participating in arts performances.
959020	966551	For residents, local parks often feel like an extension of home, perfect for evening concerts, family outings, or just enjoying the outdoors.
967132	977907	Recreation centers also play a vital role, offering classes, youth programs, and initiatives like Girls Play LA, which create inclusive spaces for empowerment, skill building, and personal growth.
987742	996030	Today we're celebrating our 2026 Pretty and Pink Girls Empowerment Conference with the theme of Wicked, Defying Gravity.
1012565	1019677	The mission is to introduce girls to activities that maybe they don't have access to.
1021580	1027550	The importance of sports and activities and other workshops is to keep our young girls involved.
1027570	1034221	So the more you have them on sports, STEM, activities, which is what we do here in Recreation and Parks, it keeps them busy.
1034241	1035202	It keeps them healthy.
1035302	1038167	With sports, you focus on health.
1038147	1041072	I come every year to Pretty in Pink.
1041092	1043657	We've been doing Pretty in Pink for like 15 years.
1044398	1049668	And they just remember the impact that the conference had on them, you know, changed their life.
1049728	1051451	They were exposed to different careers.
1051511	1053074	They saw different role models.
1053395	1056240	Today we have a young 16-year-old DJ.
1059342	1063566	The DJ is 16 years old and she's already learning how to be a DJ.
1063626	1064427	She's good at it.
1064447	1068310	She's doing it for different events.
1068450	1081362	I think the measure of success of an event like Pretty in Pink is the girls' faces, the questions they're asking, the connections, the hugs, the high fives.
1082143	1082923	That's success.
1083083	1086987	A girl walking away from today having
1086967	1095246	A moment to feel valued and loved and thought of, to me, is a huge success.
1096429	1099255	Okay, one, two, from the top.
1102762	1106950	My mission for creating it was because I wasn't exposed to it when I was young.
1106990	1109775	So I wish I had these resources.
1109916	1115586	I wish I had, you know, people talking to me about, you know, social media, bullying, suicide.
1116909	1121698	So that's my motivation, because I want to expose them for something that I wasn't exposed.
1121678	1127030	Um, and I could tell year by year, um, that we do make a difference on the girls.
1127050	1130518	So you could just, you know, see it in their smiles and their laughs.
1130539	1140261	Like, we just touch their lives, and it's just a spark of life or light, um, that is addicting, and it just keeps me going year through year.
1144510	1156116	LA's rich multicultural landscape is celebrated each year by the Department of Recreation and Parks through its signature Lotus Festival, which highlights Asian and South Asian countries and cultures.
1156597	1162249	This event recognizes the diverse communities and nations that contribute to life in Los Angeles.
1169165	1173951	living in Los Angeles often inspires collaboration and community-driven initiatives.
1174472	1184023	One recent project focused on supporting young people experiencing homelessness who had been overlooked by existing systems, highlighting the city's commitment to vulnerable populations.
1184624	1197400	At the same time, fostering and strengthening relationships between law enforcement and local communities remains an ongoing routine effort, reflecting LA's focus on connection, trust, and civic engagement.
1201649	1203931	As you can see today, we're meeting at 85 degrees.
1204532	1205612	And we have community members.
1205653	1207074	We have volunteers that come out.
1207474	1216042	And it's really kind of like a free, one-on-one, easygoing, informal discussion with cops, where the community members can ask questions about issues in the community.
1216102	1220486	They can get some statistics about the crime that's been happening within the community.
1221186	1223588	We can discuss with them what we're doing as a police department.
1224189	1227632	Our senior lead officers are very involved with the community, and they do a great job.
1227652	1231335	So it's a really great chance for them to share this information with the community members.
1232058	1240810	I really have a lot of great respect for our police officers and I'm a member of the Winnetka Neighborhood Council as well.
1241330	1251664	I tend to inform our senior lead officers or the officers on patrol of any things that happen in my neighborhood and they handle it real well.
1251684	1261677	Really great to see that they are involved in our community, really great to see that they are coming out and just trying to really uplift other small businesses as well.
1263378	1268209	I think it's amazing for both sides because obviously we only respond to emergencies.
1268810	1274823	So to be able to do something like this where actually it's just very low key and something that both sides enjoy.
1274883	1280796	I mean I enjoy having a pastry with a cup of coffee or a cup of tea and I know the community members feel the same way.
1282666	1285011	I feel we need to support our policemen.
1285873	1290885	They are a very big resource we have, and I just love them.
1291065	1291687	I do.
1292108	1295716	I mean, I pray for them every night, pray for their safety.
1296438	1301890	I just wish people would be a little more aware and informed about what they all do.
1302460	1310528	It's really great to see that people even come out to ask questions and to just be involved in the community as well and support.
1310808	1313391	So it's really good to have the cops here today.
1319697	1321779	I started off as youth in Skid Row at 17.
1322400	1326704	My mom asked me to sleep with her boyfriend for rent money.
1327224	1328706	I decided to say no and I left.
1329386	1330948	I winded up in Skid Row.
1335282	1344011	We're here today at a panel hosted by Social Model Recovery Systems to share my lived experience of being a youth in Skid Row.
1344651	1347494	Our work started in Skid Row in 1996.
1348135	1352720	The work that we're celebrating today is just the impact of our work with youth in Skid Row.
1354201	1360007	Everybody just went like this and didn't pay attention to these beautiful people.
1360477	1362461	Being in Skid Row was really hard.
1362582	1370439	I stayed in a tent or I would be at Lafayette Park playing basketball until like 2, 3 o'clock in the morning and then going to school at 8.
1371200	1375770	Playing sports in Skid Row like at Gladys Park helped me like cope throughout the day.
1376231	1380240	I was able to finish my homework a lot of times inside the park.
1380457	1385082	The kids in this community taught us where we live is not safe.
1385583	1386264	We need help.
1386804	1395835	I would try to stay away from individuals who would offer me money to sleep with them or offer me alcohol.
1395875	1398438	And they would say, oh, take this, and it'll make you feel warm.
1399099	1400580	You won't have to be so cold at night.
1401521	1406447	I decided to continue to say no, and then I was homeless for five years.
1407001	1410667	Our work is really grounded in looking at what makes a healthy community?
1410968	1414854	What is it that people need in their neighborhood to thrive and to be successful?
1415235	1420324	I got connected to Social Monitoring Recovery Systems Prevention Program by another youth.
1421085	1424050	They shared with me housing opportunities and shelters.
1424651	1432384	I can't express how much their work has affected me in becoming a college graduate today.
1432364	1439792	Without stable housing and the support that goes along with stable housing, it's impossible to live to your full potential.
1440072	1446960	And as you can see, it can create cycles where people in poverty really have a very hard time getting out.
1447721	1459654	I'm working at Downtown Women's Center as a Senior Peer Support Specialist to assist those who are coming from shelters within Skid Row and who are coming from the streets in Skid Row into housing.
1459955	1469415	I cry every single time I get to walk into one of the participants' house and watch them as they're setting up their place.
1470717	1472240	I can see what impact it has made.
1472882	1477812	Never give up on yourself, and for all of us in this room, never give up on other people.
1487461	1488322	Join the L.A.
1488342	1499534	Parks Foundation and Councilmember Adrienne Nazarian as they present the ongoing Community Classroom Speaker Series at the Campo de Cahuenga Museum on Lancashire.
1500375	1514970	On Saturday, March 21st, enjoy a talk themed for Women's History Month when film historian, author, and researcher Mary Mallory will be highlighting important women in film and how they shaped early Hollywood.
1515524	1525572	Head to the Campo de Cahuenga for Important Women in Film, part of the Community Classroom Speaker Series on Saturday, March 21st at 12 p.m.
1526174	1529162	Learn more at LAParks.org.
1531117	1540085	Expo Park LA is celebrating World Water Day on Sunday, March 22nd with a community festival of yoga, wellness, and music.
1540825	1555358	This free community-sponsored event is a day of outreach featuring non-profit organizations along with a morning meditation, community yoga, a high-intensity workout, and live music performances throughout the afternoon.
1555939	1561123	There will also be a marketplace, food trucks, and Q&A panels during the day.
1561103	1572933	Celebrate the power of self-care and self-love with The Root Cause at Community Yoga on Sunday, March 22nd from 10 a.m. to 5 p.m.
1573434	1578066	Learn more at expositionpark.ca.gov.
1580223	1585938	Join the Los Angeles Public Library for Art Lab, coloring junk journals and zines.
1586640	1595464	Art Lab is a therapeutic program for ages 11 years or older, happening one Saturday per month at the Canoga Park Branch Library.
1595444	1602696	Join in for two hours of multi-option art in a calm, low-stress atmosphere with lo-fi tunes.
1603417	1614735	Work independently on an LAPL rotunda coloring sheet, create a junk journal using an old textbook, or learn all about zines and create your own.
1615407	1624825	Head to the Canoga Park Branch Library for Art Lab, Coloring Junk Journals and Zines on Saturday, March 21st at 3 p.m.
1625406	1628292	Learn more at lapl.org.
1630356	1632420	And that's a look at some things to do.
1638256	1645383	The historic and diverse neighborhood of Echo Park offers a dynamic mix of sports, recreation, and revitalized retail and dining.
1645843	1653430	It's home to Dodger Stadium, where two-time World Series champions, the Los Angeles Dodgers, play, and the recently revitalized Echo Park Lake.
1654011	1664601	Following a $45 million renovation, the lake now welcomes locals and visitors for paddle boating and serves as the centerpiece for recreational activities and its annual Lotus Festival.
1664581	1675825	From the top of the nearby Baxter Street stairs, guests can get a great workout and enjoy stunning panoramic views of downtown's Civic Center, the Griffith Observatory, and the iconic Hollywood sign.
1676447	1682961	Come experience Echo Park for yourself and discover everything this vibrant neighborhood has to offer.
1683447	1684168	Thanks for joining us.
1684769	1689357	And you can watch these stories and more on Channel 35 or at LACity.gov slash TV.
1689597	1693925	And follow us at LACity on Instagram, Facebook, X, and YouTube.
1693945	1698132	Until next time, get out there and explore all that Los Angeles has to offer.
1738544	1743795	Planning for emergencies is smart, but does the family emergency plan include pets?
1901422	1925134	♪
1951777	1981632	♪
2004359	2004785	you
2186170	2187592	you
2375153	2386918	♪
2401175	2421057	♪ ♪
2432680	2457608	Ž Ž Ž
2463747	2492961	Ž Ž Ž
2497177	2497536	you
2652899	2658792	All right, good morning and welcome to the regularly scheduled meeting of your Los Angeles City Council.
2658832	2663904	Today is Friday, the 13th day of March in the year 2026.
2664565	2669356	Public comment for this morning's meeting will be taken in person in this chamber.
2669376	2671701	Madam Clerk, can we begin our proceedings by calling the roll?
2672120	2679935	Blumenfield, Harris-Dawson, Hernandez, Hutt, Hirado, Lee, McOsker, Nazarian, Padilla, Park, Price, Rahman, Rodriguez, Soto-Martinez, Yaroslavsky.
2680276	2682340	12 members present in a quorum, Mr. President.
2682741	2683843	All right, first order of business.
2684083	2686568	Approval of the minutes of March 11, 2026.
2687138	2690806	Councilmember Park moves, Councilmember McOsker seconds.
2690826	2691247	What's next?
2691848	2693451	Commendatory resolutions for approval.
2693712	2696197	Councilmember Hutt moves, Councilmember Soto-Martinez seconds.
2696738	2698201	Can we go through our agenda?
2698522	2699364	Thank you, Mr. President.
2699384	2702771	Would council like all items on the agenda to go forth with today?
2703052	2704675	All items forthwith today, thank you.
2704823	2705243	Thank you.
2705303	2707425	Item number one is an item notice for public hearing.
2707565	2710388	Items two through 12 are items for which public hearings have been held.
2710788	2715272	The committee reports for items 11 and 12 have been posted and submitted to the respective council files.
2715793	2718395	Item 13 is an item for which public hearing has not been held.
2718855	2720497	Item 14 is a closed session item.
2720837	2725001	And item 15 on the continuation agenda is an item for which public hearings have been held.
2727423	2727663	All right.
2728003	2731106	Specials members, specials for this morning's meeting.
2731847	2733328	Council Member Hernandez.
2733730	2735273	Council president, thank you.
2735293	2742065	I'd like to call item 9 special for comments, please okay item 9 comments Any other specials councilmember Rodriguez?
2742085	2756110	16 and 19 for a separate vote and Questions and then item 9 for an amendment all right councilmember Hutt
2756748	2758069	Thank you, Mr. President.
2758210	2761513	I rise to call item 9 special for amendment.
2761593	2763595	I believe that it's being circulated.
2763955	2767239	And city attorney, can you please read the amendment into the record?
2770782	2773345	Yeah, if it's been circulated, we don't have to read it.
2774066	2774426	Thank you.
2774746	2775587	But we do have it, yes.
2776068	2777209	OK, Council Member Yaroslavsky.
2778871	2782474	Council President, for item 14, I'd like to go into closed session.
2782494	2784416	1-4, closed session?
2784436	2785017	Yeah.
2785908	2786809	Councilmember Rodriguez.
2787670	2789713	Also 17 for questions.
2789733	2790775	Questions on 17?
2791075	2792858	All right.
2792878	2793999	Any other specials members?
2796182	2796783	Going once, all right.
2799507	2801830	Madam Clerk, what items are available for votes at this time?
2802772	2806537	The council may now vote on items 2 through 8 and 10 through 12.
2806557	2811544	All right, let's open the roll, close the roll, tabulate the votes.
2815810	2816431	12 ayes.
2817732	2818833	All right.
2818853	2819313	What's next?
2820254	2822216	Would the council like to move on to presentations?
2822336	2824338	We would very much like to move on to presentations.
2824418	2832626	We will begin our exciting morning of presentations with our member from the 1-5, Council Member McOsker.
2836609	2842915	And as he's coming to the table, I want to call on Council Member Park for a special recognition.
2844565	2846327	Thank you, Council President.
2846567	2855537	Today, it is my pleasure to welcome the Consul General of Bulgaria to our Council Chambers this morning.
2855597	2871535	I'm here with Boyoko Ristov and his wife, as well as a special delegation from the Bulgarian community, as we recognize March 2026 as Bulgarian Cultural Heritage Month.
2871515	2876142	Consul General Rostov has worked closely with the Bulgarian community.
2877455	2885423	across the West Coast to promote Bulgarian culture, education, and the strong friendship between the U.S. and the Republic of Bulgaria.
2885784	2889428	We're honored to have your presence here at City Hall with us today.
2890248	2904103	The City of L.A. proudly celebrates its rich multicultural heritage and recognizes the invaluable contributions of diverse communities that strengthen the social, cultural, and economic fabric of our city.
2904083	2907789	The month of March holds special significance for the Bulgarian people.
2908430	2916121	March 3rd marks Bulgaria's National Liberation Day, commemorating the restoration of Bulgarian statehood.
2916782	2921950	In honor of this occasion, City Hall was illuminated in the colors of the Bulgarian flag.
2922771	2932065	Bulgaria is one of Europe's oldest nations, with more than 13 centuries of history and a remarkable cultural legacy.
2932045	2941875	The Bulgarian people have given the world the Cyrillic alphabet, an enduring contribution to global literacy used by hundreds of millions of people today.
2942676	2956551	March also brings Bulgaria's most cherished traditions, Baba Marta, when friends and family exchange red and white Martin Tisza bracelets as a symbol of health, good fortune, and the arrival of spring.
2956531	2964283	For those who've never had an opportunity to visit Bulgaria, it is a place of extraordinary beauty and history.
2965404	2973156	There are ancient cities of Plotiv, one of the oldest continuously inhabited cities in Europe.
2973372	2978339	and the famous Rose Valley where the world's finest rose oil has been produced for centuries.
2978860	2986372	So it is my honor to get to present the Consul General with this resolution this morning on behalf of the city of Los Angeles.
2986452	2988194	Welcome again to our council chambers.
2988314	2989596	It's lovely to have you with us.
2991599	2997388	Thank you so much Council Member Park and welcome our dear friends from Bulgaria.
3016623	3018445	Thank you so much, Council Member Park.
3018505	3023772	And now I think we're going to stay in the Northern Hemisphere with Council Member McOsker.
3023972	3024774	Thank you so much.
3024814	3031823	First, I want to welcome Council General to the Council of the Corps of the City of Los Angeles, the greatest Council of the Corps in the world.
3032864	3037109	And I have other representatives from around the world.
3037149	3039913	But on this Friday the 13th,
3040366	3042850	I wanted to bring a little luck of the Irish to our chambers.
3043511	3046777	And don't worry, that's the last schmaltzy thing I'm gonna say about Ireland today.
3046997	3047418	Don't worry.
3048239	3057494	So today, members, Council President and members, we are honored to be honoring the Irish spirit in City Hall to celebrate St. Patrick's Day.
3058356	3066930	St. Patrick's Day is celebrated around the world on March 17th in honor of St. Patrick, the patron saint of Ireland, although we cannot forget St. Bridget, right?
3067653	3069696	But today, we're going to remember St. Patrick.
3070196	3078507	It marks the anniversary of his death in the 5th century and has become a global celebration of Irish culture and heritage around the world.
3078988	3092125	St. Patrick's Day is an opportunity to reflect and appreciate Irish culture, history, and the contributions to the world of the Irish people, including in literature, in music, in dance, and even in politics.
3092898	3098042	Whether you're Irish or just Irish at heart, St. Patrick's Day is a day of celebration, joy, and community.
3098685	3099870	Tomorrow.
3100019	3101040	for example, in the 1-5.
3102762	3120244	We are going to be hosting our annual Gaelic and Garlic Celebration so that we have the Italian-American culture and the Irish culture united in our brand new Piazza Miramare in downtown San Pedro, which is home to so many people of Italian heritage as well as Irish heritage.
3120925	3124710	But back to today, I want to introduce some guests.
3125062	3133834	I am really honored to be joined by Ireland's Consul General to the Southwestern United States, Catlin Higgins Ní Chanaida.
3134795	3136157	And it's not spelled like that at all.
3138680	3148774	Catlin represents Ireland in Southern California, Arizona, Hawaii, Nevada, New Mexico, and Utah, but most importantly to us in Los Angeles.
3148923	3159073	I'm honored to be joined also by, this is a great, great honor, colleagues, to be joined by Verona Murphy, Ireland's Keon Corla.
3160598	3161380	Did I say it right?
3162355	3165381	Close enough, close enough for Irish politics.
3165982	3169289	Verona Murphy, the Keankorla, is the Speaker.
3170150	3172435	She is the Speaker of the Irish Parliament.
3173236	3181292	And Verona became the first woman in the history of the Republic of Ireland to hold this office, and she was elected in 2024.
3186588	3187750	And she is just a delight.
3187830	3190774	We've had an opportunity to meet before council.
3191695	3196121	She is here to come to the podium and to give us a few words.
3196141	3198844	So we are honored by Speaker Verona Murphy.
3207236	3213805	Members of City Council, ladies and gentlemen, thank you for the warm welcome here in Los Angeles City Hall.
3214746	3215667	It's a great honor.
3216406	3223513	to visit this remarkable city on behalf of the Irish state, and to bring you greetings from the Irish community.
3224614	3234985	Los Angeles and Ireland may be separated by thousands of miles, but we are connected by our people, our shared history, and our existing values.
3236486	3242953	For generations, Irish men and women have made their home in this city, and all across California.
3243710	3250638	They've helped build communities, businesses, and institutions that come to shape Los Angeles today.
3251820	3259489	In turn, this city has embraced the Irish people and their culture, our literature, our music, and our dance.
3260990	3267038	Today, we're so proud of the Irish making their mark on Los Angeles and its creative industries.
3267638	3273345	And we will be cheering on our many nominees at the Oscars this coming Sunday.
3274456	3280230	Cities like Los Angeles remind us of the strength that comes from diversity and openness.
3281012	3291537	This is a city built on talent from every corner of the world, which demonstrates what can be achieved when communities work together with imagination and ambition.
3292664	3299052	In Ireland, our parliament, the Oireachtas, has long valued international friendships.
3299973	3310787	Parliamentary diplomacy and exchanges between governments, cities, and civic leaders play a very important role in strengthening those relationships.
3311428	3322182	I also happen to be the convener of the Irish-American Friendship Group, of which we have the largest membership of 190 friendship groups.
3323495	3334169	But visits such as this one help us learn from one another, shared experiences, which deepen the bonds that already exist between our people.
3335171	3341479	Ireland today is a modern, outward-looking country with strong ties to the United States.
3342340	3346065	Millions of Americans proudly claim Irish ancestry.
3347007	3353215	And here in LA, that connection is especially visible in the arts and the businesses
3353431	3354413	and in public life.
3355316	3362073	People like Councillor McOsker, and I've also met this morning with the Chief of Police, Jim McDonnell.
3363035	3370815	And in addition to these historic family ties, we enjoy a very strong economic relationship.
